duplicate_group,sha256,dataset,file,absolute_path
40,7c440c0b26da3c428a46346fc85286da274f3984328a3cd9ce195756e70c6ab6,phenomsg,Hazardous\Hazardous\e-waste\634ec7fb55fe19788b75085f-18-watt-cfl-light-bulbs-4-pin-g24q-2 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\634ec7fb55fe19788b75085f-18-watt-cfl-light-bulbs-4-pin-g24q-2 - Copy.jpg
40,7c440c0b26da3c428a46346fc85286da274f3984328a3cd9ce195756e70c6ab6,phenomsg,Hazardous\Hazardous\e-waste\634ec7fb55fe19788b75085f-18-watt-cfl-light-bulbs-4-pin-g24q-2.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\634ec7fb55fe19788b75085f-18-watt-cfl-light-bulbs-4-pin-g24q-2.jpg
41,c920d6546672805775643cbe20f80b9e58d9beebc39209462226f248a3a16d78,phenomsg,Hazardous\Hazardous\e-waste\640339-50P_PRO - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\640339-50P_PRO - Copy.jpg
41,c920d6546672805775643cbe20f80b9e58d9beebc39209462226f248a3a16d78,phenomsg,Hazardous\Hazardous\e-waste\640339-50P_PRO.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\640339-50P_PRO.jpg
42,5bea984b968c2b8575b965ea4d97be34c990980e85c0ca99b5fdb50a399bcf2c,phenomsg,Hazardous\Hazardous\e-waste\65481011 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\65481011 - Copy.jpg
42,5bea984b968c2b8575b965ea4d97be34c990980e85c0ca99b5fdb50a399bcf2c,phenomsg,Hazardous\Hazardous\e-waste\65481011.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\65481011.jpg
43,091bff4e835954a570f10732eebe2e2a122f0af1d98ea36c822e90c94eeb282d,phenomsg,Hazardous\Hazardous\e-waste\66016104-inefficient-tungsten-light-bulbs-discarded-in-a-trash-can-green-eco-concept - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\66016104-inefficient-tungsten-light-bulbs-discarded-in-a-trash-can-green-eco-concept - Copy.jpg
43,091bff4e835954a570f10732eebe2e2a122f0af1d98ea36c822e90c94eeb282d,phenomsg,Hazardous\Hazardous\e-waste\66016104-inefficient-tungsten-light-bulbs-discarded-in-a-trash-can-green-eco-concept.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\66016104-inefficient-tungsten-light-bulbs-discarded-in-a-trash-can-green-eco-concept.jpg
44,a8c7e839609d8f2f9ba192fa3ee390f9e4514f95083a2088e11fe096b2f0a27b,phenomsg,Hazardous\Hazardous\e-waste\694898-electronic-waste-thinkstock - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\694898-electronic-waste-thinkstock - Copy.jpg
44,a8c7e839609d8f2f9ba192fa3ee390f9e4514f95083a2088e11fe096b2f0a27b,phenomsg,Hazardous\Hazardous\e-waste\694898-electronic-waste-thinkstock.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\694898-electronic-waste-thinkstock.jpg
45,a3bbfc208890a0ace1afb1abea314f739c8c5d6998cd729e4e469cf86aba066a,phenomsg,Hazardous\Hazardous\e-waste\6ft-Fluorescent-Box-Gallery-Image-1 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\6ft-Fluorescent-Box-Gallery-Image-1 - Copy.jpg
45,a3bbfc208890a0ace1afb1abea314f739c8c5d6998cd729e4e469cf86aba066a,phenomsg,Hazardous\Hazardous\e-waste\6ft-Fluorescent-Box-Gallery-Image-1.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\6ft-Fluorescent-Box-Gallery-Image-1.jpg
46,b8e5957e3a09081cde18cf346e1e850c75cbf81f93cfa38ffe64d4689f98efe0,phenomsg,Hazardous\Hazardous\e-waste\74409247-old-cellphones-and-battery-electronic-waste-concept - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\74409247-old-cellphones-and-battery-electronic-waste-concept - Copy.jpg
46,b8e5957e3a09081cde18cf346e1e850c75cbf81f93cfa38ffe64d4689f98efe0,phenomsg,Hazardous\Hazardous\e-waste\74409247-old-cellphones-and-battery-electronic-waste-concept.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\74409247-old-cellphones-and-battery-electronic-waste-concept.jpg
47,5898878440885c08a80fa41b22795212ba8dea56436e21c2e9f21002cc29edac,phenomsg,Hazardous\Hazardous\e-waste\7ade6617-865a-42bf-b8f8-12859169a351.a7819c077ec87ce47606d6942a125eea - Copy.jpeg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\7ade6617-865a-42bf-b8f8-12859169a351.a7819c077ec87ce47606d6942a125eea - Copy.jpeg
47,5898878440885c08a80fa41b22795212ba8dea56436e21c2e9f21002cc29edac,phenomsg,Hazardous\Hazardous\e-waste\7ade6617-865a-42bf-b8f8-12859169a351.a7819c077ec87ce47606d6942a125eea.jpeg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\7ade6617-865a-42bf-b8f8-12859169a351.a7819c077ec87ce47606d6942a125eea.jpeg
48,f2106c9771e0aa3f0250c24b9f69062741a137bec6ca0bf3419e25f526298a9c,phenomsg,Hazardous\Hazardous\e-waste\800px-Ewaste-pile - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\800px-Ewaste-pile - Copy.jpg
48,f2106c9771e0aa3f0250c24b9f69062741a137bec6ca0bf3419e25f526298a9c,phenomsg,Hazardous\Hazardous\e-waste\800px-Ewaste-pile.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\800px-Ewaste-pile.jpg
49,6e33501591a2584d77b4443a47162c413e818bcea14f0ff05271d3fc31c576c9,phenomsg,Hazardous\Hazardous\e-waste\8085 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\8085 - Copy.jpg
49,6e33501591a2584d77b4443a47162c413e818bcea14f0ff05271d3fc31c576c9,phenomsg,Hazardous\Hazardous\e-waste\8085.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\8085.jpg
50,fa0064a15ca014809224157eebdcee74b22425545ece679d563c83c56269cde4,phenomsg,Hazardous\Hazardous\e-waste\85a44d0f-d9a2-37b6-93c1-1c21fed330cf - Copy.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\85a44d0f-d9a2-37b6-93c1-1c21fed330cf - Copy.png
50,fa0064a15ca014809224157eebdcee74b22425545ece679d563c83c56269cde4,phenomsg,Hazardous\Hazardous\e-waste\85a44d0f-d9a2-37b6-93c1-1c21fed330cf.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\85a44d0f-d9a2-37b6-93c1-1c21fed330cf.png
51,9545c57b25cf83a90408afcef11c98dbbc6aacec659e727395f7b6e67d5288cb,phenomsg,Hazardous\Hazardous\e-waste\8ft-Fluorescent-Box-Gallery-Image-1 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\8ft-Fluorescent-Box-Gallery-Image-1 - Copy.jpg
51,9545c57b25cf83a90408afcef11c98dbbc6aacec659e727395f7b6e67d5288cb,phenomsg,Hazardous\Hazardous\e-waste\8ft-Fluorescent-Box-Gallery-Image-1.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\8ft-Fluorescent-Box-Gallery-Image-1.jpg
52,643b1e88a598cd92fe9bd51bb5caba718ed070ba362b024123546c6ed6939111,phenomsg,Hazardous\Hazardous\e-waste\_108381526_mediaitem108381525 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\_108381526_mediaitem108381525 - Copy.jpg
52,643b1e88a598cd92fe9bd51bb5caba718ed070ba362b024123546c6ed6939111,phenomsg,Hazardous\Hazardous\e-waste\_108381526_mediaitem108381525.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\_108381526_mediaitem108381525.jpg
53,7e3918ead1015e2641e8f4a18b71e14240c0b666f2d361cdd2cd67c1daaf2a7d,phenomsg,Hazardous\Hazardous\e-waste\_elektroschrott_hardware_kp_1200_a97c5f3517_8f5684198f6489c7d84856d3efe3ad10 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\_elektroschrott_hardware_kp_1200_a97c5f3517_8f5684198f6489c7d84856d3efe3ad10 - Copy.jpg
53,7e3918ead1015e2641e8f4a18b71e14240c0b666f2d361cdd2cd67c1daaf2a7d,phenomsg,Hazardous\Hazardous\e-waste\_elektroschrott_hardware_kp_1200_a97c5f3517_8f5684198f6489c7d84856d3efe3ad10.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\_elektroschrott_hardware_kp_1200_a97c5f3517_8f5684198f6489c7d84856d3efe3ad10.jpg
54,a34ecbbfbb2b7f317655f07bec5808037f19482a27d809aa3cee2abe47777cc5,phenomsg,Hazardous\Hazardous\e-waste\abfall-ressourcen_produktverantwortung_elektronikaltgeraete_foto_fernseher-berg - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\abfall-ressourcen_produktverantwortung_elektronikaltgeraete_foto_fernseher-berg - Copy.jpg
54,a34ecbbfbb2b7f317655f07bec5808037f19482a27d809aa3cee2abe47777cc5,phenomsg,Hazardous\Hazardous\e-waste\abfall-ressourcen_produktverantwortung_elektronikaltgeraete_foto_fernseher-berg.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\abfall-ressourcen_produktverantwortung_elektronikaltgeraete_foto_fernseher-berg.jpg
55,f72e016444a1bfe0d3df34457ab2d068f529ead6b4041346ba813463fce7d856,phenomsg,Hazardous\Hazardous\e-waste\AdobeStock_271026267 - Copy.jpeg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\AdobeStock_271026267 - Copy.jpeg
55,f72e016444a1bfe0d3df34457ab2d068f529ead6b4041346ba813463fce7d856,phenomsg,Hazardous\Hazardous\e-waste\AdobeStock_271026267.jpeg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\AdobeStock_271026267.jpeg
56,29b4f316c4045ca36d1ec959ec545cfe31f5a3f857917c543d4999a07e7ed1d1,phenomsg,Hazardous\Hazardous\e-waste\AdobeStock_365525290 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\AdobeStock_365525290 - Copy.jpg
56,29b4f316c4045ca36d1ec959ec545cfe31f5a3f857917c543d4999a07e7ed1d1,phenomsg,Hazardous\Hazardous\e-waste\AdobeStock_365525290.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\AdobeStock_365525290.jpg
57,ffcb88c6dd9054b1dcc3dfeb8d7cf61c8887d3f2ebc0a91ccd17158b97a162d4,phenomsg,Hazardous\Hazardous\e-waste\Alabama_CurtisPalmer - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Alabama_CurtisPalmer - Copy.jpg
57,ffcb88c6dd9054b1dcc3dfeb8d7cf61c8887d3f2ebc0a91ccd17158b97a162d4,phenomsg,Hazardous\Hazardous\e-waste\Alabama_CurtisPalmer.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Alabama_CurtisPalmer.jpg
58,c9f853804c1f0796ed96863fb3e3ae67011f3b2ff4310c996cc1d061dac2aaed,phenomsg,Hazardous\Hazardous\e-waste\an-electronics-e-waste-recycling-collection-area-the-collection-is-APK6DT - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\an-electronics-e-waste-recycling-collection-area-the-collection-is-APK6DT - Copy.jpg
58,c9f853804c1f0796ed96863fb3e3ae67011f3b2ff4310c996cc1d061dac2aaed,phenomsg,Hazardous\Hazardous\e-waste\an-electronics-e-waste-recycling-collection-area-the-collection-is-APK6DT.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\an-electronics-e-waste-recycling-collection-area-the-collection-is-APK6DT.jpg
59,2d3e98b29d0344f8bcfe4a13754192778c62c5869256e7672f1e9e1a209a027f,phenomsg,Hazardous\Hazardous\e-waste\archives-ewaste-one_one - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\archives-ewaste-one_one - Copy.jpg
59,2d3e98b29d0344f8bcfe4a13754192778c62c5869256e7672f1e9e1a209a027f,phenomsg,Hazardous\Hazardous\e-waste\archives-ewaste-one_one.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\archives-ewaste-one_one.jpg
59,2d3e98b29d0344f8bcfe4a13754192778c62c5869256e7672f1e9e1a209a027f,phenomsg,Organic\Organic\kitchen_waste\archives-ewaste-one_one.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Organic\Organic\kitchen_waste\archives-ewaste-one_one.jpg
60,158f772f6ef5a8ac13d262d736a9aec7fb78c826cffd350b2967dd2133cad002,phenomsg,Hazardous\Hazardous\e-waste\aving-led-and-fluorescent-lightbulbs-infographic-on-a-blue-background-vector - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\aving-led-and-fluorescent-lightbulbs-infographic-on-a-blue-background-vector - Copy.jpg
60,158f772f6ef5a8ac13d262d736a9aec7fb78c826cffd350b2967dd2133cad002,phenomsg,Hazardous\Hazardous\e-waste\aving-led-and-fluorescent-lightbulbs-infographic-on-a-blue-background-vector.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\aving-led-and-fluorescent-lightbulbs-infographic-on-a-blue-background-vector.jpg
61,cc89b6110503c34576d6b8b8e8505db97edc3123c11fec635e54979367c9b93a,phenomsg,Hazardous\Hazardous\e-waste\Avv5bVd22NhcKDUGMWzvNW - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Avv5bVd22NhcKDUGMWzvNW - Copy.jpg
61,cc89b6110503c34576d6b8b8e8505db97edc3123c11fec635e54979367c9b93a,phenomsg,Hazardous\Hazardous\e-waste\Avv5bVd22NhcKDUGMWzvNW.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Avv5bVd22NhcKDUGMWzvNW.jpg
62,ec5953400f96729c760fe81e113f7149564cddb54e03be35dfc66ba0e9750ecb,phenomsg,Hazardous\Hazardous\e-waste\bbf3173e-a750-4687-97be-50f2a4cd2d2b - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\bbf3173e-a750-4687-97be-50f2a4cd2d2b - Copy.jpg
62,ec5953400f96729c760fe81e113f7149564cddb54e03be35dfc66ba0e9750ecb,phenomsg,Hazardous\Hazardous\e-waste\bbf3173e-a750-4687-97be-50f2a4cd2d2b.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\bbf3173e-a750-4687-97be-50f2a4cd2d2b.jpg
63,a9c2c1aa6c7aff3814945fdbadff9ce23ae37bfe5904436f9f8533145b1bc133,phenomsg,Hazardous\Hazardous\e-waste\BLOG-Which-light-bulbs-need-a-ballast - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\BLOG-Which-light-bulbs-need-a-ballast - Copy.jpg
63,a9c2c1aa6c7aff3814945fdbadff9ce23ae37bfe5904436f9f8533145b1bc133,phenomsg,Hazardous\Hazardous\e-waste\BLOG-Which-light-bulbs-need-a-ballast.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\BLOG-Which-light-bulbs-need-a-ballast.jpg
64,0a6547e42aaed62b405b866a5cf55cd663cb2fc3f612fd9f59dd5694431bf2ec,phenomsg,Hazardous\Hazardous\e-waste\box1-img - Copy.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\box1-img - Copy.png
64,0a6547e42aaed62b405b866a5cf55cd663cb2fc3f612fd9f59dd5694431bf2ec,phenomsg,Hazardous\Hazardous\e-waste\box1-img.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\box1-img.png
65,b3c3b03a76bcde8a148dcd75129d803c28dcd13b29160f39f336fd4cae148288,phenomsg,Hazardous\Hazardous\e-waste\bulbs2 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\bulbs2 - Copy.jpg
65,b3c3b03a76bcde8a148dcd75129d803c28dcd13b29160f39f336fd4cae148288,phenomsg,Hazardous\Hazardous\e-waste\bulbs2.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\bulbs2.jpg
66,a49732567a075af8ae84f45621fb3c3633367787c1da02ce5c5c6b59d0098be8,phenomsg,Hazardous\Hazardous\e-waste\bulbs_2 - Copy.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\bulbs_2 - Copy.png
66,a49732567a075af8ae84f45621fb3c3633367787c1da02ce5c5c6b59d0098be8,phenomsg,Hazardous\Hazardous\e-waste\bulbs_2.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\bulbs_2.png
67,6a85f30a4d72265979781f1ea8d921a4f77c1fd06e62fc436bb1aaec2339f590,phenomsg,Hazardous\Hazardous\e-waste\bulbs_lg - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\bulbs_lg - Copy.jpg
67,6a85f30a4d72265979781f1ea8d921a4f77c1fd06e62fc436bb1aaec2339f590,phenomsg,Hazardous\Hazardous\e-waste\bulbs_lg.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\bulbs_lg.jpg
68,702ae815303cb075ceac66245f6271770d71f6aeb783043cdea5de9d22a21890,phenomsg,Hazardous\Hazardous\e-waste\BulbSchematic - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\BulbSchematic - Copy.jpg
68,702ae815303cb075ceac66245f6271770d71f6aeb783043cdea5de9d22a21890,phenomsg,Hazardous\Hazardous\e-waste\BulbSchematic.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\BulbSchematic.jpg
69,5082a7171f05ec30668122be3181f35c15e69e6eeadacda929e744d83758efc7,phenomsg,Hazardous\Hazardous\e-waste\CFL - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\CFL - Copy.jpg
69,5082a7171f05ec30668122be3181f35c15e69e6eeadacda929e744d83758efc7,phenomsg,Hazardous\Hazardous\e-waste\CFL.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\CFL.jpg
70,c5109f0bc7d3d87ee34a051c698079c0ed7ea2bbabb24fe9fe01b11833497988,phenomsg,Hazardous\Hazardous\e-waste\CFL-1 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\CFL-1 - Copy.jpg
70,c5109f0bc7d3d87ee34a051c698079c0ed7ea2bbabb24fe9fe01b11833497988,phenomsg,Hazardous\Hazardous\e-waste\CFL-1.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\CFL-1.jpg
71,9e2511f0b5719052017fc0295dc3730fda03d3a6f49dc574334d5fa19b516d8b,phenomsg,Hazardous\Hazardous\e-waste\CFL-Broken-Bulb-scaled - Copy.jpeg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\CFL-Broken-Bulb-scaled - Copy.jpeg
71,9e2511f0b5719052017fc0295dc3730fda03d3a6f49dc574334d5fa19b516d8b,phenomsg,Hazardous\Hazardous\e-waste\CFL-Broken-Bulb-scaled.jpeg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\CFL-Broken-Bulb-scaled.jpeg
72,1dc5cd60a81586a995dd2adabb5374338c0be898343947413d28ebe1bd3e03a0,phenomsg,Hazardous\Hazardous\e-waste\cfl-product-family - Copy.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\cfl-product-family - Copy.png
72,1dc5cd60a81586a995dd2adabb5374338c0be898343947413d28ebe1bd3e03a0,phenomsg,Hazardous\Hazardous\e-waste\cfl-product-family.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\cfl-product-family.png
73,c8da4c8aa17929f2dfb5f09c026ed552952fb700b53e0bc0074bfa74772b1c27,phenomsg,Hazardous\Hazardous\e-waste\CFL-VS-LED-Lighting - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\CFL-VS-LED-Lighting - Copy.jpg
73,c8da4c8aa17929f2dfb5f09c026ed552952fb700b53e0bc0074bfa74772b1c27,phenomsg,Hazardous\Hazardous\e-waste\CFL-VS-LED-Lighting.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\CFL-VS-LED-Lighting.jpg
74,168eeea8a8d7797147c73089f915cbb39a54019323ac50ebe2198dab5a64a38a,phenomsg,Hazardous\Hazardous\e-waste\cfl_app - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\cfl_app - Copy.jpg
74,168eeea8a8d7797147c73089f915cbb39a54019323ac50ebe2198dab5a64a38a,phenomsg,Hazardous\Hazardous\e-waste\cfl_app.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\cfl_app.jpg
75,5d837891e7224c4104c4be5a33d6342cb2dd0b712abb5d298a0446a649fcc511,phenomsg,Hazardous\Hazardous\e-waste\cfl_bulbs - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\cfl_bulbs - Copy.jpg
75,5d837891e7224c4104c4be5a33d6342cb2dd0b712abb5d298a0446a649fcc511,phenomsg,Hazardous\Hazardous\e-waste\cfl_bulbs.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\cfl_bulbs.jpg
76,44bd2642862828b814bd0f589ee346047b5f997fee0cc6c5d58717ed930158f8,phenomsg,Hazardous\Hazardous\e-waste\cfllightbulbs - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\cfllightbulbs - Copy.jpg
76,44bd2642862828b814bd0f589ee346047b5f997fee0cc6c5d58717ed930158f8,phenomsg,Hazardous\Hazardous\e-waste\cfllightbulbs.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\cfllightbulbs.jpg
77,74c113b47027aa29528d23dfd5ac262e15dc60cc748364ed161fca074282bdbe,phenomsg,Hazardous\Hazardous\e-waste\Challenges-and-Opportunities-in-Electronic-Waste-Management-in-India-SHAMI - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Challenges-and-Opportunities-in-Electronic-Waste-Management-in-India-SHAMI - Copy.jpg
77,74c113b47027aa29528d23dfd5ac262e15dc60cc748364ed161fca074282bdbe,phenomsg,Hazardous\Hazardous\e-waste\Challenges-and-Opportunities-in-Electronic-Waste-Management-in-India-SHAMI.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Challenges-and-Opportunities-in-Electronic-Waste-Management-in-India-SHAMI.jpg
78,be624f3884b3abf5236fa09da9c754a3e26408fffa08e575592e3f2b78426b87,phenomsg,Hazardous\Hazardous\e-waste\circuit-board-electronic-waste-for-recycling-with-selective-focus-main-board - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\circuit-board-electronic-waste-for-recycling-with-selective-focus-main-board - Copy.jpg
78,be624f3884b3abf5236fa09da9c754a3e26408fffa08e575592e3f2b78426b87,phenomsg,Hazardous\Hazardous\e-waste\circuit-board-electronic-waste-for-recycling-with-selective-focus-main-board.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\circuit-board-electronic-waste-for-recycling-with-selective-focus-main-board.jpg
79,aecf4f2aa2225dc5d1bc07773767737afc073fb465c4f09e497e214b833ddb20,phenomsg,Hazardous\Hazardous\e-waste\cling-bin-with-discarded-electrical-and-electronic-devices-such-as-277722974 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\cling-bin-with-discarded-electrical-and-electronic-devices-such-as-277722974 - Copy.jpg
