leakage_group,image_count,split,datasets,unified_classes,has_exact_duplicate,has_near_duplicate
GROUP_00514,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_00515,1,train,phenomsg,Recyclable Stream,False,False
GROUP_00516,1,train,realwaste,Glass,False,False
GROUP_00517,1,test,trashnet,Plastic,False,False
GROUP_00518,1,train,realwaste,Cardboard,False,False
GROUP_00519,1,test,realwaste,Paper,False,False
GROUP_00520,1,train,ewaste,Electronic Device,False,False
GROUP_00521,1,train,ewaste,Electronic Device,False,False
GROUP_00522,2,train,phenomsg,Residual,False,True
GROUP_00523,1,train,realwaste,Food Organics,False,False
GROUP_00524,1,train,realwaste,Cardboard,False,False
GROUP_00525,1,train,trashnet,Residual,False,False
GROUP_00526,1,test,phenomsg,Residual,False,False
GROUP_00527,2,train,ewaste,Electronic Device,True,True
GROUP_00528,2,train,ewaste,Battery|Electronic Device,False,True
GROUP_00529,1,test,realwaste,Vegetation,False,False
GROUP_00530,1,test,trashnet,Glass,False,False
GROUP_00531,1,val,realwaste,Cardboard,False,False
GROUP_00532,1,train,phenomsg,Hazardous Waste,False,False
GROUP_00533,1,train,phenomsg,Residual,False,False
GROUP_00534,2,train,phenomsg,Hazardous Waste,True,True
GROUP_00535,2,train,phenomsg,Hazardous Waste,True,True
GROUP_00536,1,train,realwaste,Metal,False,False
GROUP_00537,1,train,trashnet,Residual,False,False
GROUP_00538,1,val,trashnet,Glass,False,False
GROUP_00539,1,train,trashnet,Paper,False,False
GROUP_00540,1,train,trashnet,Paper,False,False
GROUP_00541,1,train,phenomsg,Residual,False,False
GROUP_00542,1,train,trashnet,Paper,False,False
GROUP_00543,1,test,ewaste,Electronic Device,False,False
GROUP_00544,2,train,ewaste,Large Electronic Appliance,False,True
GROUP_00545,1,train,trashnet,Paper,False,False
GROUP_00546,1,train,ewaste,Electronic Device,False,False
GROUP_00547,1,train,trashnet,Paper,False,False
GROUP_00548,1,train,phenomsg,Organic Stream,False,False
GROUP_00549,1,val,realwaste,Vegetation,False,False
GROUP_00550,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_00551,1,test,phenomsg,Residual,False,False
GROUP_00552,2,train,phenomsg,Hazardous Waste,True,True
GROUP_00553,1,val,realwaste,Glass,False,False
GROUP_00554,1,train,realwaste,Paper,False,False
GROUP_00555,1,train,realwaste,Metal,False,False
GROUP_00556,1,test,realwaste,Metal,False,False
GROUP_00557,1,test,ewaste,Electronic Device,False,False
GROUP_00558,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_00559,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_00560,1,train,realwaste,Plastic,False,False
GROUP_00561,1,test,realwaste,Vegetation,False,False
GROUP_00562,1,train,trashnet,Paper,False,False
GROUP_00563,1,train,phenomsg,Recyclable Stream,False,False
GROUP_00564,1,train,phenomsg,Recyclable Stream,False,False
GROUP_00565,1,train,realwaste,Cardboard,False,False
GROUP_00566,1,test,trashnet,Plastic,False,False
GROUP_00567,1,train,trashnet,Glass,False,False
GROUP_00568,1,test,realwaste,Textile,False,False
GROUP_00569,1,train,realwaste,Food Organics,False,False
GROUP_00570,1,train,ewaste,Battery,False,False
GROUP_00571,1,train,realwaste,Cardboard,False,False
GROUP_00572,1,train,realwaste,Vegetation,False,False
GROUP_00573,1,train,realwaste,Food Organics,False,False
GROUP_00574,1,train,trashnet,Paper,False,False
GROUP_00575,1,train,ewaste,Battery,False,False
GROUP_00576,1,test,trashnet,Glass,False,False
GROUP_00577,1,train,trashnet,Paper,False,False
GROUP_00578,1,train,ewaste,Electronic Device,False,False
GROUP_00579,1,train,ewaste,Electronic Device,False,False
GROUP_00580,1,train,phenomsg,Recyclable Stream,False,False
GROUP_00581,1,val,ewaste,Electronic Device,False,False
GROUP_00582,2,train,ewaste,Electronic Device,True,True
GROUP_00583,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_00584,1,train,trashnet,Residual,False,False
GROUP_00585,1,train,realwaste,Metal,False,False
GROUP_00586,1,train,realwaste,Metal,False,False
GROUP_00587,1,test,phenomsg,Organic Stream,False,False
GROUP_00588,1,train,realwaste,Metal,False,False
GROUP_00589,1,train,phenomsg,Hazardous Waste,False,False
GROUP_00590,1,train,phenomsg,Recyclable Stream,False,False
GROUP_00591,1,train,phenomsg,Residual,False,False
GROUP_00592,1,train,realwaste,Glass,False,False
GROUP_00593,1,train,ewaste,Electronic Device,False,False
GROUP_00594,2,train,phenomsg,Hazardous Waste,True,True
GROUP_00595,1,train,realwaste,Textile,False,False
GROUP_00596,1,val,trashnet,Plastic,False,False
GROUP_00597,1,train,trashnet,Plastic,False,False
GROUP_00598,2,train,phenomsg,Hazardous Waste,True,True
GROUP_00599,1,train,ewaste,Electronic Component,False,False
GROUP_00600,1,train,realwaste,Paper,False,False
GROUP_00601,1,train,realwaste,Glass,False,False
GROUP_00602,1,train,realwaste,Cardboard,False,False
GROUP_00603,1,train,phenomsg,Residual,False,False
GROUP_00604,2,train,ewaste,Electronic Device,False,True
GROUP_00605,2,train,phenomsg,Hazardous Waste,True,True
GROUP_00606,1,test,realwaste,Metal,False,False
GROUP_00607,1,train,ewaste,Electronic Device,False,False
GROUP_00608,1,test,realwaste,Cardboard,False,False
GROUP_00609,1,train,realwaste,Paper,False,False
GROUP_00610,1,train,realwaste,Metal,False,False
GROUP_00611,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_00612,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_00613,1,train,ewaste,Electronic Device,False,False
GROUP_00614,1,test,phenomsg,Organic Stream,False,False
GROUP_00615,1,test,ewaste,Electronic Component,False,False
GROUP_00616,1,train,phenomsg,Residual,False,False
GROUP_00617,1,train,realwaste,Residual,False,False
GROUP_00618,1,train,realwaste,Paper,False,False
GROUP_00619,1,test,trashnet,Plastic,False,False
GROUP_00620,1,train,trashnet,Plastic,False,False
GROUP_00621,1,val,trashnet,Glass,False,False
GROUP_00622,1,train,phenomsg,Residual,False,False
GROUP_00623,1,val,ewaste,Battery,False,False
GROUP_00624,1,train,phenomsg,Hazardous Waste,False,False
GROUP_00625,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_00626,1,train,realwaste,Metal,False,False
GROUP_00627,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_00628,1,train,trashnet,Paper,False,False
GROUP_00629,1,val,ewaste,Electronic Device,False,False
GROUP_00630,1,train,trashnet,Residual,False,False
GROUP_00631,1,train,phenomsg,Hazardous Waste,False,False
GROUP_00632,1,test,realwaste,Residual,False,False
GROUP_00633,1,val,trashnet,Plastic,False,False
GROUP_00634,1,train,phenomsg,Organic Stream,False,False
GROUP_00635,1,train,realwaste,Cardboard,False,False
GROUP_00636,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_00637,1,test,realwaste,Metal,False,False
GROUP_00638,1,train,realwaste,Metal,False,False
GROUP_00639,1,train,ewaste,Electronic Device,False,False
GROUP_00640,1,train,realwaste,Paper,False,False
GROUP_00641,1,train,phenomsg,Hazardous Waste,False,False
GROUP_00642,1,train,phenomsg,Hazardous Waste,False,False
GROUP_00643,1,val,trashnet,Residual,False,False
GROUP_00644,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_00645,1,train,ewaste,Electronic Device,False,False
GROUP_00646,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_00647,1,train,realwaste,Food Organics,False,False
GROUP_00648,1,train,realwaste,Plastic,False,False
GROUP_00649,1,train,ewaste,Electronic Device,False,False
GROUP_00650,1,train,phenomsg,Organic Stream,False,False
GROUP_00651,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_00652,1,val,realwaste,Vegetation,False,False
GROUP_00653,1,train,realwaste,Plastic,False,False
GROUP_00654,1,train,realwaste,Residual,False,False
GROUP_00655,1,train,realwaste,Residual,False,False
GROUP_00656,1,train,realwaste,Vegetation,False,False
GROUP_00657,1,train,ewaste,Electronic Component,False,False
GROUP_00658,1,train,phenomsg,Residual,False,False
GROUP_00659,1,train,realwaste,Glass,False,False
GROUP_00660,1,train,trashnet,Glass,False,False
GROUP_00661,1,train,trashnet,Cardboard,False,False
GROUP_00662,1,train,ewaste,Battery,False,False
GROUP_00663,1,train,phenomsg,Recyclable Stream,False,False
GROUP_00664,2,train,phenomsg,Hazardous Waste,True,True
GROUP_00665,1,train,realwaste,Cardboard,False,False
GROUP_00666,1,train,phenomsg,Residual,False,False
GROUP_00667,1,train,realwaste,Glass,False,False
GROUP_00668,1,train,phenomsg,Residual,False,False
GROUP_00669,1,train,realwaste,Plastic,False,False
GROUP_00670,1,train,ewaste,Electronic Device,False,False
GROUP_00671,1,train,trashnet,Cardboard,False,False
GROUP_00672,1,train,realwaste,Paper,False,False
GROUP_00673,1,train,realwaste,Textile,False,False
GROUP_00674,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_00675,1,train,realwaste,Food Organics,False,False
GROUP_00676,1,train,realwaste,Paper,False,False
GROUP_00677,1,val,realwaste,Plastic,False,False
GROUP_00678,1,train,realwaste,Vegetation,False,False
GROUP_00679,1,val,realwaste,Vegetation,False,False
GROUP_00680,1,val,ewaste,Large Electronic Appliance,False,False
GROUP_00681,1,test,realwaste,Metal,False,False
GROUP_00682,1,train,realwaste,Residual,False,False
GROUP_00683,1,train,ewaste,Electronic Device,False,False
GROUP_00684,1,val,trashnet,Paper,False,False
GROUP_00685,1,test,realwaste,Residual,False,False
GROUP_00686,1,train,ewaste,Electronic Device,False,False
GROUP_00687,1,train,ewaste,Electronic Device,False,False
GROUP_00688,1,train,trashnet,Cardboard,False,False
GROUP_00689,1,train,phenomsg,Residual,False,False
GROUP_00690,1,test,ewaste,Electronic Device,False,False
GROUP_00691,1,val,phenomsg,Organic Stream,False,False
GROUP_00692,1,train,realwaste,Metal,False,False
GROUP_00693,1,train,ewaste,Electronic Device,False,False
GROUP_00694,1,train,phenomsg,Hazardous Waste,False,False
GROUP_00695,1,test,trashnet,Paper,False,False
GROUP_00696,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_00697,1,train,ewaste,Electronic Device,False,False
GROUP_00698,1,val,trashnet,Paper,False,False
GROUP_00699,1,train,realwaste,Cardboard,False,False
GROUP_00700,1,test,phenomsg,Organic Stream,False,False
GROUP_00701,1,test,realwaste,Plastic,False,False
GROUP_00702,1,train,trashnet,Paper,False,False
GROUP_00703,1,train,realwaste,Plastic,False,False
GROUP_00704,1,train,realwaste,Textile,False,False
GROUP_00705,1,train,realwaste,Glass,False,False
GROUP_00706,1,train,phenomsg,Residual,False,False
GROUP_00707,1,test,phenomsg,Organic Stream,False,False
GROUP_00708,1,val,ewaste,Electronic Device,False,False
GROUP_00709,1,train,phenomsg,Hazardous Waste,False,False
GROUP_00710,1,val,realwaste,Cardboard,False,False
GROUP_00711,1,val,ewaste,Large Electronic Appliance,False,False
GROUP_00712,1,train,realwaste,Metal,False,False
GROUP_00713,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_00714,1,val,realwaste,Cardboard,False,False
GROUP_00715,1,train,realwaste,Plastic,False,False
GROUP_00716,1,train,ewaste,Electronic Device,False,False
GROUP_00717,1,train,realwaste,Glass,False,False
GROUP_00718,1,train,ewaste,Electronic Device,False,False
GROUP_00719,1,train,ewaste,Electronic Device,False,False
GROUP_00720,1,train,realwaste,Cardboard,False,False
GROUP_00721,1,train,phenomsg,Recyclable Stream,False,False
GROUP_00722,1,train,realwaste,Plastic,False,False
GROUP_00723,1,val,realwaste,Plastic,False,False
GROUP_00724,1,train,phenomsg,Organic Stream,False,False
GROUP_00725,1,test,ewaste,Electronic Device,False,False
GROUP_00726,1,test,realwaste,Glass,False,False
GROUP_00727,2,train,phenomsg,Hazardous Waste,True,True
GROUP_00728,3,train,phenomsg,Hazardous Waste|Organic Stream,True,True
GROUP_00729,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_00730,1,train,ewaste,Electronic Device,False,False
GROUP_00731,2,train,phenomsg,Hazardous Waste,True,True
GROUP_00732,1,train,trashnet,Glass,False,False
GROUP_00733,2,train,phenomsg,Hazardous Waste,True,True
GROUP_00734,1,train,realwaste,Textile,False,False
GROUP_00735,1,val,trashnet,Metal,False,False
GROUP_00736,1,train,realwaste,Food Organics,False,False
GROUP_00737,1,test,realwaste,Plastic,False,False
GROUP_00738,1,train,realwaste,Textile,False,False
GROUP_00739,1,train,realwaste,Plastic,False,False
GROUP_00740,1,test,realwaste,Vegetation,False,False
GROUP_00741,1,train,trashnet,Plastic,False,False
GROUP_00742,1,train,ewaste,Electronic Device,False,False
GROUP_00743,1,test,phenomsg,Residual,False,False
GROUP_00744,1,train,realwaste,Metal,False,False
GROUP_00745,2,train,phenomsg,Hazardous Waste,True,True
GROUP_00746,1,val,realwaste,Textile,False,False
GROUP_00747,1,train,ewaste,Electronic Component,False,False
GROUP_00748,1,test,ewaste,Battery,False,False
GROUP_00749,1,train,trashnet,Glass,False,False
GROUP_00750,1,train,trashnet,Paper,False,False
GROUP_00751,1,val,trashnet,Residual,False,False
GROUP_00752,1,train,realwaste,Plastic,False,False
GROUP_00753,1,train,phenomsg,Organic Stream,False,False
GROUP_00754,1,val,phenomsg,Recyclable Stream,False,False
GROUP_00755,1,test,realwaste,Glass,False,False
GROUP_00756,1,train,realwaste,Plastic,False,False
GROUP_00757,1,train,trashnet,Paper,False,False
GROUP_00758,1,train,trashnet,Glass,False,False
GROUP_00759,1,train,trashnet,Paper,False,False
GROUP_00760,2,train,phenomsg,Hazardous Waste,True,True
GROUP_00761,1,train,trashnet,Plastic,False,False
GROUP_00762,1,train,ewaste,Electronic Device,False,False
GROUP_00763,1,train,ewaste,Electronic Component,False,False
GROUP_00764,1,train,realwaste,Residual,False,False
GROUP_00765,1,train,realwaste,Plastic,False,False
GROUP_00766,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_00767,1,train,realwaste,Metal,False,False
GROUP_00768,1,train,realwaste,Metal,False,False
GROUP_00769,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_00770,1,train,realwaste,Textile,False,False
GROUP_00771,1,train,trashnet,Glass,False,False
GROUP_00772,1,train,trashnet,Glass,False,False
GROUP_00773,1,val,trashnet,Paper,False,False
GROUP_00774,1,test,ewaste,Electronic Device,False,False
GROUP_00775,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_00776,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_00777,1,train,phenomsg,Residual,False,False
GROUP_00778,2,train,ewaste,Large Electronic Appliance,False,True
GROUP_00779,1,train,realwaste,Vegetation,False,False
GROUP_00780,1,train,ewaste,Electronic Device,False,False
GROUP_00781,1,train,realwaste,Plastic,False,False
GROUP_00782,4,train,ewaste,Electronic Device,True,True
GROUP_00783,1,train,ewaste,Electronic Device,False,False
GROUP_00784,1,test,ewaste,Electronic Component,False,False
GROUP_00785,1,train,ewaste,Electronic Device,False,False
GROUP_00786,1,train,ewaste,Electronic Component,False,False
GROUP_00787,1,val,trashnet,Glass,False,False
GROUP_00788,1,val,ewaste,Battery,False,False
GROUP_00789,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_00790,1,train,realwaste,Plastic,False,False
GROUP_00791,1,train,trashnet,Metal,False,False
GROUP_00792,1,train,realwaste,Vegetation,False,False
GROUP_00793,1,train,realwaste,Vegetation,False,False
GROUP_00794,1,train,phenomsg,Organic Stream,False,False
GROUP_00795,1,train,trashnet,Cardboard,False,False
GROUP_00796,1,val,trashnet,Paper,False,False
GROUP_00797,1,train,trashnet,Metal,False,False
GROUP_00798,1,test,trashnet,Cardboard,False,False
GROUP_00799,1,val,ewaste,Electronic Device,False,False
GROUP_00800,1,train,realwaste,Plastic,False,False
GROUP_00801,1,train,ewaste,Electronic Device,False,False
GROUP_00802,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_00803,1,val,phenomsg,Hazardous Waste,False,False
GROUP_00804,1,val,phenomsg,Organic Stream,False,False
GROUP_00805,1,train,trashnet,Glass,False,False
GROUP_00806,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_00807,1,train,realwaste,Plastic,False,False
GROUP_00808,1,test,realwaste,Food Organics,False,False
GROUP_00809,1,train,realwaste,Residual,False,False
GROUP_00810,1,val,realwaste,Paper,False,False
GROUP_00811,1,train,trashnet,Plastic,False,False
GROUP_00812,1,train,trashnet,Glass,False,False
GROUP_00813,1,train,ewaste,Battery,False,False
GROUP_00814,1,val,trashnet,Paper,False,False
GROUP_00815,1,test,realwaste,Plastic,False,False
GROUP_00816,3,train,ewaste,Electronic Device,True,True
GROUP_00817,1,train,phenomsg,Organic Stream,False,False
GROUP_00818,1,train,realwaste,Food Organics,False,False
GROUP_00819,1,train,phenomsg,Recyclable Stream,False,False
GROUP_00820,1,train,ewaste,Electronic Device,False,False
GROUP_00821,1,test,phenomsg,Organic Stream,False,False
GROUP_00822,1,train,realwaste,Plastic,False,False
GROUP_00823,2,train,phenomsg,Hazardous Waste,True,True
GROUP_00824,1,test,phenomsg,Residual,False,False
GROUP_00825,1,train,trashnet,Plastic,False,False
GROUP_00826,1,train,ewaste,Electronic Device,False,False
GROUP_00827,1,train,realwaste,Metal,False,False
GROUP_00828,1,val,trashnet,Plastic,False,False
GROUP_00829,1,train,trashnet,Glass,False,False
GROUP_00830,1,train,phenomsg,Recyclable Stream,False,False
GROUP_00831,1,train,trashnet,Cardboard,False,False
GROUP_00832,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_00833,1,test,realwaste,Residual,False,False
GROUP_00834,1,test,ewaste,Electronic Device,False,False
GROUP_00835,1,val,ewaste,Electronic Device,False,False
GROUP_00836,1,train,realwaste,Metal,False,False
GROUP_00837,1,train,trashnet,Metal,False,False
GROUP_00838,1,train,phenomsg,Organic Stream,False,False
GROUP_00839,2,train,phenomsg,Hazardous Waste,True,True
GROUP_00840,1,val,ewaste,Large Electronic Appliance,False,False
GROUP_00841,1,val,trashnet,Residual,False,False
GROUP_00842,1,val,phenomsg,Organic Stream,False,False
GROUP_00843,1,train,realwaste,Cardboard,False,False
GROUP_00844,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_00845,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_00846,1,train,phenomsg,Organic Stream,False,False
GROUP_00847,2,train,ewaste,Electronic Device,False,True
GROUP_00848,1,train,phenomsg,Organic Stream,False,False
GROUP_00849,1,val,realwaste,Vegetation,False,False
GROUP_00850,1,train,trashnet,Cardboard,False,False
GROUP_00851,1,train,phenomsg,Recyclable Stream,False,False
GROUP_00852,1,train,trashnet,Glass,False,False
GROUP_00853,1,train,realwaste,Metal,False,False
GROUP_00854,1,test,ewaste,Large Electronic Appliance,False,False
